27/10/20 00:00:17,15.8,51.2,7.05,few clouds
27/10/20 00:00:50,15.8,51.3,7.05,few clouds
27/10/20 00:01:22,15.8,51.3,7.05,few clouds
27/10/20 00:01:55,15.8,51.3,7.05,few clouds
27/10/20 00:02:27,15.8,51.3,7.05,few clouds
27/10/20 00:03:00,15.8,51.3,7.05,few clouds
27/10/20 00:03:32,15.8,51.2,7.05,few clouds
27/10/20 00:04:05,15.8,51.2,7.05,few clouds
27/10/20 00:04:38,15.8,51.2,7,few clouds
27/10/20 00:05:10,15.8,51.2,7,few clouds
27/10/20 00:05:43,15.8,51.2,7,few clouds
27/10/20 00:06:16,15.8,51.2,7,few clouds
27/10/20 00:06:48,15.7,51.2,7,few clouds
27/10/20 00:07:21,15.7,51.2,7,few clouds
27/10/20 00:07:53,15.7,51.2,7,few clouds
27/10/20 00:08:26,15.7,51.2,7,few clouds
27/10/20 00:08:58,15.7,51.2,7,few clouds
27/10/20 00:09:31,15.7,51.2,7,few clouds
27/10/20 00:10:04,15.7,51.2,7,few clouds
27/10/20 00:10:36,15.7,51.2,7,few clouds
27/10/20 00:11:09,15.7,51.2,7,few clouds
27/10/20 00:11:41,15.7,51.2,7,few clouds
27/10/20 00:12:14,15.7,51.2,7,few clouds
27/10/20 00:12:46,15.7,51.2,7,few clouds
27/10/20 00:13:19,15.7,51.2,7,few clouds
27/10/20 00:13:52,15.7,51.2,7,few clouds
27/10/20 00:14:24,15.7,51.2,7,few clouds
27/10/20 00:14:57,15.7,51.2,7.01,few clouds
27/10/20 00:15:29,15.7,51.2,7,few clouds
27/10/20 00:16:02,15.7,51.2,7.01,few clouds
27/10/20 00:16:35,15.7,51.2,7,few clouds
27/10/20 00:17:07,15.7,51.2,7,few clouds
27/10/20 00:17:40,15.7,51.2,7,few clouds
27/10/20 00:18:13,15.7,51.2,7,few clouds
27/10/20 00:18:45,15.7,51.2,7.01,few clouds
27/10/20 00:19:18,15.6,51.2,7,few clouds
27/10/20 00:19:50,15.6,51.2,7,few clouds
27/10/20 00:20:23,15.6,51.2,7.01,few clouds
27/10/20 00:20:56,15.6,51.2,7.01,few clouds
27/10/20 00:21:31,15.6,51.2,7,few clouds
27/10/20 00:22:03,15.6,51.2,7,few clouds
27/10/20 00:22:36,15.6,51.2,7.01,few clouds
27/10/20 00:23:08,15.6,51.2,7,few clouds
